Date,year,region,Temperature,Weather
12/27/2015,2015,SouthCarolina,-3,sunny
12/20/2015,2015,SouthCarolina,2,raining
12/13/2015,2015,SouthCarolina,24,cloudy
12/6/2015,2015,SouthCarolina,14,cloudy
11/29/2015,2015,SouthCarolina,4,raining
11/22/2015,2015,SouthCarolina,33,cloudy
11/15/2015,2015,SouthCarolina,-2,sunny
11/8/2015,2015,SouthCarolina,5,cloudy
11/1/2015,2015,SouthCarolina,0,cloudy
10/25/2015,2015,SouthCarolina,30,cloudy
10/18/2015,2015,SouthCarolina,21,cloudy
10/11/2015,2015,SouthCarolina,5,sunny
10/4/2015,2015,SouthCarolina,-2,cloudy
9/27/2015,2015,SouthCarolina,24,cloudy
9/20/2015,2015,SouthCarolina,31,raining
9/13/2015,2015,SouthCarolina,0,raining
9/6/2015,2015,SouthCarolina,23,raining
8/30/2015,2015,SouthCarolina,27,cloudy
8/23/2015,2015,SouthCarolina,27,sunny
8/16/2015,2015,SouthCarolina,33,cloudy
8/9/2015,2015,SouthCarolina,34,cloudy
8/2/2015,2015,SouthCarolina,28,sunny
7/26/2015,2015,SouthCarolina,11,raining
7/19/2015,2015,SouthCarolina,32,raining
7/12/2015,2015,SouthCarolina,-3,cloudy
7/5/2015,2015,SouthCarolina,-1,sunny
6/28/2015,2015,SouthCarolina,5,cloudy
6/21/2015,2015,SouthCarolina,15,sunny
6/14/2015,2015,SouthCarolina,27,cloudy
6/7/2015,2015,SouthCarolina,12,raining
5/31/2015,2015,SouthCarolina,26,sunny
5/24/2015,2015,SouthCarolina,-2,raining
5/17/2015,2015,SouthCarolina,-4,cloudy
5/10/2015,2015,SouthCarolina,-4,sunny
5/3/2015,2015,SouthCarolina,23,cloudy
4/26/2015,2015,SouthCarolina,10,sunny
4/19/2015,2015,SouthCarolina,35,cloudy
4/12/2015,2015,SouthCarolina,0,sunny
4/5/2015,2015,SouthCarolina,18,sunny
3/29/2015,2015,SouthCarolina,1,raining
3/22/2015,2015,SouthCarolina,17,raining
3/15/2015,2015,SouthCarolina,20,sunny
3/8/2015,2015,SouthCarolina,24,cloudy
3/1/2015,2015,SouthCarolina,7,sunny
2/22/2015,2015,SouthCarolina,2,cloudy
2/15/2015,2015,SouthCarolina,-2,sunny
2/8/2015,2015,SouthCarolina,32,cloudy
2/1/2015,2015,SouthCarolina,-5,cloudy
1/25/2015,2015,SouthCarolina,12,raining
1/18/2015,2015,SouthCarolina,17,sunny
1/11/2015,2015,SouthCarolina,2,sunny
1/4/2015,2015,SouthCarolina,8,raining
12/27/2015,2015,SouthCentral,9,cloudy
12/20/2015,2015,SouthCentral,17,sunny
12/13/2015,2015,SouthCentral,25,sunny
12/6/2015,2015,SouthCentral,15,raining
11/29/2015,2015,SouthCentral,3,sunny
11/22/2015,2015,SouthCentral,26,sunny
11/15/2015,2015,SouthCentral,32,cloudy
11/8/2015,2015,SouthCentral,27,raining
11/1/2015,2015,SouthCentral,21,sunny
10/25/2015,2015,SouthCentral,35,sunny
10/18/2015,2015,SouthCentral,-3,raining
10/11/2015,2015,SouthCentral,6,cloudy
10/4/2015,2015,SouthCentral,21,sunny
9/27/2015,2015,SouthCentral,10,cloudy
9/20/2015,2015,SouthCentral,-5,raining
9/13/2015,2015,SouthCentral,28,sunny
9/6/2015,2015,SouthCentral,24,raining
8/30/2015,2015,SouthCentral,23,raining
8/23/2015,2015,SouthCentral,31,sunny
8/16/2015,2015,SouthCentral,33,raining
8/9/2015,2015,SouthCentral,9,raining
8/2/2015,2015,SouthCentral,21,sunny
7/26/2015,2015,SouthCentral,12,cloudy
7/19/2015,2015,SouthCentral,35,raining
7/12/2015,2015,SouthCentral,2,sunny
7/5/2015,2015,SouthCentral,15,raining
6/28/2015,2015,SouthCentral,5,sunny
6/21/2015,2015,SouthCentral,11,cloudy
6/14/2015,2015,SouthCentral,19,raining
6/7/2015,2015,SouthCentral,9,cloudy
5/31/2015,2015,SouthCentral,30,cloudy
5/24/2015,2015,SouthCentral,19,cloudy
5/17/2015,2015,SouthCentral,9,sunny
5/10/2015,2015,SouthCentral,13,sunny
5/3/2015,2015,SouthCentral,35,sunny
4/26/2015,2015,SouthCentral,-2,raining
4/19/2015,2015,SouthCentral,13,raining
4/12/2015,2015,SouthCentral,20,cloudy
4/5/2015,2015,SouthCentral,11,raining
3/29/2015,2015,SouthCentral,7,sunny
3/22/2015,2015,SouthCentral,8,sunny
3/15/2015,2015,SouthCentral,17,cloudy
3/8/2015,2015,SouthCentral,11,cloudy
3/1/2015,2015,SouthCentral,25,sunny
2/22/2015,2015,SouthCentral,16,raining
2/15/2015,2015,SouthCentral,12,cloudy
2/8/2015,2015,SouthCentral,23,raining
2/1/2015,2015,SouthCentral,-5,raining
1/25/2015,2015,SouthCentral,33,raining
1/18/2015,2015,SouthCentral,-4,raining
1/11/2015,2015,SouthCentral,29,sunny
1/4/2015,2015,SouthCentral,15,cloudy
12/27/2015,2015,Southeast,0,cloudy
12/20/2015,2015,Southeast,7,sunny
12/13/2015,2015,Southeast,-2,cloudy
12/6/2015,2015,Southeast,14,raining
11/29/2015,2015,Southeast,-2,raining
11/22/2015,2015,Southeast,20,raining
11/15/2015,2015,Southeast,-1,sunny
11/8/2015,2015,Southeast,3,raining
11/1/2015,2015,Southeast,26,cloudy
10/25/2015,2015,Southeast,4,cloudy
10/18/2015,2015,Southeast,4,raining
10/11/2015,2015,Southeast,-5,cloudy
10/4/2015,2015,Southeast,23,sunny
9/27/2015,2015,Southeast,-4,sunny
9/20/2015,2015,Southeast,35,raining
9/13/2015,2015,Southeast,32,sunny
9/6/2015,2015,Southeast,31,sunny
8/30/2015,2015,Southeast,11,cloudy
8/23/2015,2015,Southeast,23,cloudy
8/16/2015,2015,Southeast,8,raining
8/9/2015,2015,Southeast,3,raining
8/2/2015,2015,Southeast,21,cloudy
7/26/2015,2015,Southeast,3,raining
7/19/2015,2015,Southeast,16,raining
7/12/2015,2015,Southeast,28,cloudy
7/5/2015,2015,Southeast,27,sunny
6/28/2015,2015,Southeast,5,cloudy
6/21/2015,2015,Southeast,20,sunny
6/14/2015,2015,Southeast,26,raining
6/7/2015,2015,Southeast,21,raining
5/31/2015,2015,Southeast,27,raining
5/24/2015,2015,Southeast,6,cloudy
5/17/2015,2015,Southeast,9,raining
5/10/2015,2015,Southeast,18,sunny
5/3/2015,2015,Southeast,6,cloudy
4/26/2015,2015,Southeast,11,sunny
4/19/2015,2015,Southeast,-2,cloudy
4/12/2015,2015,Southeast,26,cloudy
4/5/2015,2015,Southeast,30,raining
3/29/2015,2015,Southeast,20,sunny
3/22/2015,2015,Southeast,21,sunny
3/15/2015,2015,Southeast,25,sunny
3/8/2015,2015,Southeast,-4,cloudy
3/1/2015,2015,Southeast,28,raining
2/22/2015,2015,Southeast,17,raining
2/15/2015,2015,Southeast,9,sunny
2/8/2015,2015,Southeast,34,cloudy
2/1/2015,2015,Southeast,11,raining
1/25/2015,2015,Southeast,2,sunny
1/18/2015,2015,Southeast,20,sunny
1/11/2015,2015,Southeast,32,sunny
1/4/2015,2015,Southeast,34,raining
12/27/2015,2015,Spokane,31,cloudy
12/20/2015,2015,Spokane,18,sunny
12/13/2015,2015,Spokane,6,cloudy
12/6/2015,2015,Spokane,32,sunny
11/29/2015,2015,Spokane,8,cloudy
11/22/2015,2015,Spokane,16,sunny
11/15/2015,2015,Spokane,-3,sunny
11/8/2015,2015,Spokane,33,raining
11/1/2015,2015,Spokane,15,raining
10/25/2015,2015,Spokane,19,raining
10/18/2015,2015,Spokane,15,sunny
10/11/2015,2015,Spokane,28,cloudy
10/4/2015,2015,Spokane,34,cloudy
9/27/2015,2015,Spokane,20,cloudy
9/20/2015,2015,Spokane,13,raining
9/13/2015,2015,Spokane,-3,cloudy
9/6/2015,2015,Spokane,16,sunny
8/30/2015,2015,Spokane,6,sunny
8/23/2015,2015,Spokane,-5,raining
8/16/2015,2015,Spokane,11,cloudy
8/9/2015,2015,Spokane,2,raining
8/2/2015,2015,Spokane,29,sunny
7/26/2015,2015,Spokane,22,raining
7/19/2015,2015,Spokane,30,raining
7/12/2015,2015,Spokane,7,cloudy
7/5/2015,2015,Spokane,7,sunny
6/28/2015,2015,Spokane,21,raining
6/21/2015,2015,Spokane,0,raining
6/14/2015,2015,Spokane,35,cloudy
6/7/2015,2015,Spokane,28,cloudy
5/31/2015,2015,Spokane,23,sunny
5/24/2015,2015,Spokane,32,sunny
5/17/2015,2015,Spokane,26,cloudy
5/10/2015,2015,Spokane,8,cloudy
5/3/2015,2015,Spokane,23,raining
4/26/2015,2015,Spokane,18,raining
4/19/2015,2015,Spokane,-4,sunny
4/12/2015,2015,Spokane,29,cloudy
4/5/2015,2015,Spokane,-3,cloudy
3/29/2015,2015,Spokane,16,raining
3/22/2015,2015,Spokane,13,sunny
3/15/2015,2015,Spokane,34,sunny
3/8/2015,2015,Spokane,28,raining
3/1/2015,2015,Spokane,31,cloudy
2/22/2015,2015,Spokane,31,cloudy
2/15/2015,2015,Spokane,4,raining
2/8/2015,2015,Spokane,4,sunny
2/1/2015,2015,Spokane,10,raining
1/25/2015,2015,Spokane,9,cloudy
1/18/2015,2015,Spokane,6,raining
1/11/2015,2015,Spokane,18,sunny
1/4/2015,2015,Spokane,22,sunny
12/27/2015,2015,StLouis,6,raining
12/20/2015,2015,StLouis,29,raining
12/13/2015,2015,StLouis,2,raining
12/6/2015,2015,StLouis,-3,raining
11/29/2015,2015,StLouis,15,raining
11/22/2015,2015,StLouis,27,raining
11/15/2015,2015,StLouis,35,raining
11/8/2015,2015,StLouis,16,raining
11/1/2015,2015,StLouis,2,cloudy
10/25/2015,2015,StLouis,23,cloudy
10/18/2015,2015,StLouis,19,cloudy
10/11/2015,2015,StLouis,12,raining
10/4/2015,2015,StLouis,27,sunny
9/27/2015,2015,StLouis,16,raining
9/20/2015,2015,StLouis,22,cloudy
9/13/2015,2015,StLouis,13,raining
9/6/2015,2015,StLouis,26,sunny
8/30/2015,2015,StLouis,-5,cloudy
8/23/2015,2015,StLouis,32,raining
8/16/2015,2015,StLouis,28,cloudy
8/9/2015,2015,StLouis,-5,raining
8/2/2015,2015,StLouis,32,raining
7/26/2015,2015,StLouis,6,raining
7/19/2015,2015,StLouis,23,sunny
7/12/2015,2015,StLouis,6,sunny
7/5/2015,2015,StLouis,15,raining
6/28/2015,2015,StLouis,5,raining
6/21/2015,2015,StLouis,13,sunny
6/14/2015,2015,StLouis,11,cloudy
6/7/2015,2015,StLouis,-4,raining
5/31/2015,2015,StLouis,4,sunny
5/24/2015,2015,StLouis,34,sunny
5/17/2015,2015,StLouis,0,raining
5/10/2015,2015,StLouis,7,sunny
5/3/2015,2015,StLouis,33,sunny
4/26/2015,2015,StLouis,21,raining
4/19/2015,2015,StLouis,11,cloudy
4/12/2015,2015,StLouis,-3,sunny
4/5/2015,2015,StLouis,35,cloudy
3/29/2015,2015,StLouis,12,raining
3/22/2015,2015,StLouis,34,raining
3/15/2015,2015,StLouis,25,cloudy
3/8/2015,2015,StLouis,29,raining
3/1/2015,2015,StLouis,7,raining
2/22/2015,2015,StLouis,21,raining
2/15/2015,2015,StLouis,14,raining
2/8/2015,2015,StLouis,30,cloudy
2/1/2015,2015,StLouis,20,sunny
1/25/2015,2015,StLouis,33,sunny
1/18/2015,2015,StLouis,13,sunny
1/11/2015,2015,StLouis,-3,raining
1/4/2015,2015,StLouis,31,sunny
12/27/2015,2015,Syracuse,27,sunny
12/20/2015,2015,Syracuse,33,cloudy
12/13/2015,2015,Syracuse,12,sunny
12/6/2015,2015,Syracuse,13,cloudy
11/29/2015,2015,Syracuse,29,raining
11/22/2015,2015,Syracuse,19,cloudy
11/15/2015,2015,Syracuse,12,raining
11/8/2015,2015,Syracuse,30,sunny
11/1/2015,2015,Syracuse,17,raining
10/25/2015,2015,Syracuse,1,sunny
10/18/2015,2015,Syracuse,9,cloudy
10/11/2015,2015,Syracuse,29,cloudy
10/4/2015,2015,Syracuse,20,raining
9/27/2015,2015,Syracuse,-3,cloudy
9/20/2015,2015,Syracuse,2,raining
9/13/2015,2015,Syracuse,4,raining
9/6/2015,2015,Syracuse,7,sunny
8/30/2015,2015,Syracuse,3,raining
8/23/2015,2015,Syracuse,12,cloudy
8/16/2015,2015,Syracuse,35,sunny
8/9/2015,2015,Syracuse,27,sunny
8/2/2015,2015,Syracuse,21,sunny
7/26/2015,2015,Syracuse,11,sunny
7/19/2015,2015,Syracuse,29,raining
7/12/2015,2015,Syracuse,29,sunny
7/5/2015,2015,Syracuse,12,sunny
6/28/2015,2015,Syracuse,-3,sunny
6/21/2015,2015,Syracuse,19,raining
6/14/2015,2015,Syracuse,24,raining
6/7/2015,2015,Syracuse,0,raining
5/31/2015,2015,Syracuse,19,sunny
5/24/2015,2015,Syracuse,-2,sunny
5/17/2015,2015,Syracuse,22,raining
5/10/2015,2015,Syracuse,32,cloudy
5/3/2015,2015,Syracuse,31,sunny
4/26/2015,2015,Syracuse,20,cloudy
4/19/2015,2015,Syracuse,13,cloudy
4/12/2015,2015,Syracuse,13,raining
4/5/2015,2015,Syracuse,35,cloudy
3/29/2015,2015,Syracuse,-2,sunny
3/22/2015,2015,Syracuse,17,sunny
3/15/2015,2015,Syracuse,1,raining
3/8/2015,2015,Syracuse,31,raining
3/1/2015,2015,Syracuse,3,cloudy
2/22/2015,2015,Syracuse,27,sunny
2/15/2015,2015,Syracuse,24,sunny
2/8/2015,2015,Syracuse,3,cloudy
2/1/2015,2015,Syracuse,7,raining
1/25/2015,2015,Syracuse,35,cloudy
1/18/2015,2015,Syracuse,26,cloudy
1/11/2015,2015,Syracuse,32,sunny
1/4/2015,2015,Syracuse,26,cloudy
12/27/2015,2015,Tampa,33,cloudy
12/20/2015,2015,Tampa,6,cloudy
12/13/2015,2015,Tampa,14,raining
12/6/2015,2015,Tampa,34,cloudy
11/29/2015,2015,Tampa,31,sunny
11/22/2015,2015,Tampa,21,sunny
11/15/2015,2015,Tampa,10,cloudy
11/8/2015,2015,Tampa,35,raining
11/1/2015,2015,Tampa,35,sunny
10/25/2015,2015,Tampa,-3,sunny
10/18/2015,2015,Tampa,10,cloudy
10/11/2015,2015,Tampa,29,raining
10/4/2015,2015,Tampa,2,raining
9/27/2015,2015,Tampa,32,cloudy
9/20/2015,2015,Tampa,-4,raining
9/13/2015,2015,Tampa,24,cloudy
9/6/2015,2015,Tampa,23,raining
8/30/2015,2015,Tampa,27,sunny
8/23/2015,2015,Tampa,-3,cloudy
8/16/2015,2015,Tampa,20,sunny
8/9/2015,2015,Tampa,13,raining
8/2/2015,2015,Tampa,24,cloudy
7/26/2015,2015,Tampa,11,cloudy
7/19/2015,2015,Tampa,26,raining
7/12/2015,2015,Tampa,13,cloudy
7/5/2015,2015,Tampa,25,sunny
6/28/2015,2015,Tampa,7,raining
6/21/2015,2015,Tampa,27,raining
6/14/2015,2015,Tampa,3,sunny
6/7/2015,2015,Tampa,-3,cloudy
5/31/2015,2015,Tampa,9,raining
5/24/2015,2015,Tampa,-2,raining
5/17/2015,2015,Tampa,22,cloudy
5/10/2015,2015,Tampa,28,raining
5/3/2015,2015,Tampa,30,sunny
4/26/2015,2015,Tampa,13,sunny
4/19/2015,2015,Tampa,-1,raining
4/12/2015,2015,Tampa,-3,cloudy
4/5/2015,2015,Tampa,5,raining
3/29/2015,2015,Tampa,0,cloudy
3/22/2015,2015,Tampa,35,cloudy
3/15/2015,2015,Tampa,26,raining
3/8/2015,2015,Tampa,7,raining
3/1/2015,2015,Tampa,33,raining
2/22/2015,2015,Tampa,12,raining
2/15/2015,2015,Tampa,6,sunny
2/8/2015,2015,Tampa,1,raining
2/1/2015,2015,Tampa,26,sunny
1/25/2015,2015,Tampa,34,raining
1/18/2015,2015,Tampa,35,raining
1/11/2015,2015,Tampa,11,cloudy
1/4/2015,2015,Tampa,14,sunny
12/27/2015,2015,TotalUS,17,cloudy
12/20/2015,2015,TotalUS,26,cloudy
12/13/2015,2015,TotalUS,32,raining
12/6/2015,2015,TotalUS,5,cloudy
11/29/2015,2015,TotalUS,28,sunny
11/22/2015,2015,TotalUS,13,cloudy
11/15/2015,2015,TotalUS,-1,sunny
11/8/2015,2015,TotalUS,31,sunny
11/1/2015,2015,TotalUS,-1,sunny
10/25/2015,2015,TotalUS,12,raining
10/18/2015,2015,TotalUS,31,cloudy
10/11/2015,2015,TotalUS,35,cloudy
10/4/2015,2015,TotalUS,15,sunny
9/27/2015,2015,TotalUS,21,cloudy
9/20/2015,2015,TotalUS,32,raining
9/13/2015,2015,TotalUS,2,sunny
9/6/2015,2015,TotalUS,29,sunny
8/30/2015,2015,TotalUS,9,sunny
8/23/2015,2015,TotalUS,22,sunny
8/16/2015,2015,TotalUS,30,sunny
8/9/2015,2015,TotalUS,31,raining
8/2/2015,2015,TotalUS,35,cloudy
7/26/2015,2015,TotalUS,34,raining
7/19/2015,2015,TotalUS,19,sunny
7/12/2015,2015,TotalUS,0,sunny
7/5/2015,2015,TotalUS,30,cloudy
6/28/2015,2015,TotalUS,1,raining
6/21/2015,2015,TotalUS,-2,cloudy
6/14/2015,2015,TotalUS,17,sunny
6/7/2015,2015,TotalUS,-4,raining
5/31/2015,2015,TotalUS,8,raining
5/24/2015,2015,TotalUS,11,raining
5/17/2015,2015,TotalUS,9,raining
5/10/2015,2015,TotalUS,6,cloudy
5/3/2015,2015,TotalUS,8,sunny
4/26/2015,2015,TotalUS,13,sunny
4/19/2015,2015,TotalUS,25,sunny
4/12/2015,2015,TotalUS,34,raining
4/5/2015,2015,TotalUS,10,cloudy
3/29/2015,2015,TotalUS,3,raining
3/22/2015,2015,TotalUS,11,raining
3/15/2015,2015,TotalUS,24,raining
3/8/2015,2015,TotalUS,26,cloudy
3/1/2015,2015,TotalUS,35,raining
2/22/2015,2015,TotalUS,11,cloudy
2/15/2015,2015,TotalUS,7,raining
2/8/2015,2015,TotalUS,16,raining
2/1/2015,2015,TotalUS,24,sunny
1/25/2015,2015,TotalUS,30,cloudy
1/18/2015,2015,TotalUS,15,sunny
1/11/2015,2015,TotalUS,6,sunny
1/4/2015,2015,TotalUS,18,cloudy
12/27/2015,2015,West,32,cloudy
12/20/2015,2015,West,17,raining
12/13/2015,2015,West,29,sunny
12/6/2015,2015,West,7,sunny
11/29/2015,2015,West,9,sunny
11/22/2015,2015,West,15,raining
11/15/2015,2015,West,32,cloudy
11/8/2015,2015,West,3,sunny
11/1/2015,2015,West,12,cloudy
10/25/2015,2015,West,22,raining
10/18/2015,2015,West,2,cloudy
10/11/2015,2015,West,27,sunny
10/4/2015,2015,West,-5,cloudy
9/27/2015,2015,West,27,raining
9/20/2015,2015,West,30,cloudy
9/13/2015,2015,West,33,raining
9/6/2015,2015,West,7,sunny
8/30/2015,2015,West,13,sunny
8/23/2015,2015,West,19,sunny
8/16/2015,2015,West,26,raining
8/9/2015,2015,West,13,cloudy
8/2/2015,2015,West,10,sunny
7/26/2015,2015,West,25,cloudy
7/19/2015,2015,West,15,sunny
7/12/2015,2015,West,23,raining
7/5/2015,2015,West,1,raining
6/28/2015,2015,West,1,sunny
6/21/2015,2015,West,3,sunny
6/14/2015,2015,West,34,sunny
6/7/2015,2015,West,18,cloudy
5/31/2015,2015,West,9,cloudy
5/24/2015,2015,West,34,cloudy
5/17/2015,2015,West,33,sunny
5/10/2015,2015,West,5,cloudy
5/3/2015,2015,West,15,sunny
4/26/2015,2015,West,20,cloudy
4/19/2015,2015,West,11,sunny
4/12/2015,2015,West,31,raining
4/5/2015,2015,West,26,sunny
3/29/2015,2015,West,25,cloudy
3/22/2015,2015,West,17,cloudy
3/15/2015,2015,West,28,sunny
3/8/2015,2015,West,20,sunny
3/1/2015,2015,West,33,sunny
2/22/2015,2015,West,9,sunny
2/15/2015,2015,West,27,cloudy
2/8/2015,2015,West,29,cloudy
2/1/2015,2015,West,24,sunny
1/25/2015,2015,West,32,sunny
1/18/2015,2015,West,-5,cloudy
1/11/2015,2015,West,20,cloudy
1/4/2015,2015,West,13,sunny
12/27/2015,2015,WestTexNewMexico,20,sunny
12/20/2015,2015,WestTexNewMexico,25,cloudy
12/13/2015,2015,WestTexNewMexico,17,raining
12/6/2015,2015,WestTexNewMexico,18,sunny
11/29/2015,2015,WestTexNewMexico,4,cloudy
11/22/2015,2015,WestTexNewMexico,12,sunny
11/15/2015,2015,WestTexNewMexico,9,cloudy
11/8/2015,2015,WestTexNewMexico,-3,raining
11/1/2015,2015,WestTexNewMexico,35,raining
10/25/2015,2015,WestTexNewMexico,25,sunny
10/18/2015,2015,WestTexNewMexico,23,cloudy
10/11/2015,2015,WestTexNewMexico,16,cloudy
10/4/2015,2015,WestTexNewMexico,5,raining
9/27/2015,2015,WestTexNewMexico,15,sunny
9/20/2015,2015,WestTexNewMexico,9,sunny
9/13/2015,2015,WestTexNewMexico,31,raining
9/6/2015,2015,WestTexNewMexico,-5,raining
8/30/2015,2015,WestTexNewMexico,15,sunny
8/23/2015,2015,WestTexNewMexico,6,sunny
8/16/2015,2015,WestTexNewMexico,-2,raining
8/9/2015,2015,WestTexNewMexico,7,raining
8/2/2015,2015,WestTexNewMexico,35,sunny
7/26/2015,2015,WestTexNewMexico,0,cloudy
7/19/2015,2015,WestTexNewMexico,1,raining
7/12/2015,2015,WestTexNewMexico,26,cloudy
7/5/2015,2015,WestTexNewMexico,15,sunny
6/28/2015,2015,WestTexNewMexico,9,raining
6/21/2015,2015,WestTexNewMexico,1,raining
6/14/2015,2015,WestTexNewMexico,7,sunny
6/7/2015,2015,WestTexNewMexico,14,cloudy
5/31/2015,2015,WestTexNewMexico,21,sunny
5/24/2015,2015,WestTexNewMexico,15,cloudy
5/17/2015,2015,WestTexNewMexico,27,sunny
5/10/2015,2015,WestTexNewMexico,-4,cloudy
5/3/2015,2015,WestTexNewMexico,-1,raining
4/26/2015,2015,WestTexNewMexico,0,raining
4/19/2015,2015,WestTexNewMexico,2,cloudy
4/12/2015,2015,WestTexNewMexico,5,cloudy
4/5/2015,2015,WestTexNewMexico,24,cloudy
3/29/2015,2015,WestTexNewMexico,-3,sunny
3/22/2015,2015,WestTexNewMexico,10,cloudy
3/15/2015,2015,WestTexNewMexico,29,raining
3/8/2015,2015,WestTexNewMexico,30,cloudy
3/1/2015,2015,WestTexNewMexico,-4,sunny
2/22/2015,2015,WestTexNewMexico,22,sunny
2/15/2015,2015,WestTexNewMexico,5,raining
2/8/2015,2015,WestTexNewMexico,-1,cloudy
2/1/2015,2015,WestTexNewMexico,4,cloudy
1/25/2015,2015,WestTexNewMexico,14,cloudy
1/18/2015,2015,WestTexNewMexico,17,raining
1/11/2015,2015,WestTexNewMexico,8,sunny
1/4/2015,2015,WestTexNewMexico,8,sunny
12/25/2016,2016,Albany,18,raining
12/18/2016,2016,Albany,0,cloudy
12/11/2016,2016,Albany,7,cloudy
12/4/2016,2016,Albany,13,sunny
11/27/2016,2016,Albany,34,raining
11/20/2016,2016,Albany,34,raining
11/13/2016,2016,Albany,19,cloudy
11/6/2016,2016,Albany,27,cloudy
10/30/2016,2016,Albany,14,cloudy
10/23/2016,2016,Albany,25,sunny
10/16/2016,2016,Albany,0,raining
10/9/2016,2016,Albany,24,cloudy
10/2/2016,2016,Albany,9,sunny
9/25/2016,2016,Albany,13,cloudy
9/18/2016,2016,Albany,2,raining
9/11/2016,2016,Albany,3,cloudy
9/4/2016,2016,Albany,27,sunny
8/28/2016,2016,Albany,14,sunny
8/21/2016,2016,Albany,33,sunny
8/14/2016,2016,Albany,28,sunny
8/7/2016,2016,Albany,-4,sunny
7/31/2016,2016,Albany,21,sunny
7/24/2016,2016,Albany,25,raining
7/17/2016,2016,Albany,32,cloudy
7/10/2016,2016,Albany,34,raining
7/3/2016,2016,Albany,28,sunny
6/26/2016,2016,Albany,30,sunny
6/19/2016,2016,Albany,18,raining
6/12/2016,2016,Albany,16,raining
6/5/2016,2016,Albany,31,sunny
5/29/2016,2016,Albany,13,sunny
5/22/2016,2016,Albany,-4,sunny
5/15/2016,2016,Albany,19,sunny
5/8/2016,2016,Albany,19,raining
5/1/2016,2016,Albany,17,cloudy
4/24/2016,2016,Albany,8,cloudy
4/17/2016,2016,Albany,19,sunny
4/10/2016,2016,Albany,22,cloudy
4/3/2016,2016,Albany,21,sunny
3/27/2016,2016,Albany,11,sunny
3/20/2016,2016,Albany,21,cloudy
3/13/2016,2016,Albany,34,sunny
3/6/2016,2016,Albany,11,cloudy
2/28/2016,2016,Albany,23,cloudy
2/21/2016,2016,Albany,15,sunny
2/14/2016,2016,Albany,28,cloudy
2/7/2016,2016,Albany,35,raining
1/31/2016,2016,Albany,10,raining
1/24/2016,2016,Albany,27,raining
1/17/2016,2016,Albany,19,sunny
1/10/2016,2016,Albany,-5,sunny
1/3/2016,2016,Albany,-5,cloudy
12/25/2016,2016,Atlanta,12,raining
12/18/2016,2016,Atlanta,34,sunny
12/11/2016,2016,Atlanta,15,raining
12/4/2016,2016,Atlanta,16,raining
11/27/2016,2016,Atlanta,12,sunny
11/20/2016,2016,Atlanta,12,cloudy
11/13/2016,2016,Atlanta,7,raining
11/6/2016,2016,Atlanta,19,cloudy
10/30/2016,2016,Atlanta,13,cloudy
10/23/2016,2016,Atlanta,24,cloudy
10/16/2016,2016,Atlanta,23,raining
10/9/2016,2016,Atlanta,34,cloudy
10/2/2016,2016,Atlanta,13,raining
9/25/2016,2016,Atlanta,-5,raining
9/18/2016,2016,Atlanta,10,raining
9/11/2016,2016,Atlanta,17,sunny
9/4/2016,2016,Atlanta,32,cloudy
8/28/2016,2016,Atlanta,31,raining
8/21/2016,2016,Atlanta,16,sunny
8/14/2016,2016,Atlanta,23,raining
8/7/2016,2016,Atlanta,8,cloudy
7/31/2016,2016,Atlanta,10,raining
7/24/2016,2016,Atlanta,24,sunny
7/17/2016,2016,Atlanta,12,cloudy
7/10/2016,2016,Atlanta,19,cloudy
7/3/2016,2016,Atlanta,24,sunny
6/26/2016,2016,Atlanta,-1,raining
6/19/2016,2016,Atlanta,29,sunny
6/12/2016,2016,Atlanta,34,sunny
6/5/2016,2016,Atlanta,4,cloudy
5/29/2016,2016,Atlanta,34,cloudy
5/22/2016,2016,Atlanta,15,raining
5/15/2016,2016,Atlanta,20,raining
5/8/2016,2016,Atlanta,22,cloudy
5/1/2016,2016,Atlanta,29,cloudy
4/24/2016,2016,Atlanta,27,sunny
4/17/2016,2016,Atlanta,12,raining
4/10/2016,2016,Atlanta,29,sunny
4/3/2016,2016,Atlanta,24,cloudy
3/27/2016,2016,Atlanta,10,cloudy
3/20/2016,2016,Atlanta,4,sunny
3/13/2016,2016,Atlanta,12,raining
3/6/2016,2016,Atlanta,-3,cloudy
2/28/2016,2016,Atlanta,12,sunny
2/21/2016,2016,Atlanta,24,cloudy
2/14/2016,2016,Atlanta,11,cloudy
2/7/2016,2016,Atlanta,25,cloudy
1/31/2016,2016,Atlanta,24,sunny
1/24/2016,2016,Atlanta,0,raining
1/17/2016,2016,Atlanta,6,raining
1/10/2016,2016,Atlanta,6,sunny
1/3/2016,2016,Atlanta,-5,raining
12/25/2016,2016,BaltimoreWashington,6,sunny
12/18/2016,2016,BaltimoreWashington,9,cloudy
12/11/2016,2016,BaltimoreWashington,10,cloudy
12/4/2016,2016,BaltimoreWashington,4,sunny
11/27/2016,2016,BaltimoreWashington,32,cloudy
11/20/2016,2016,BaltimoreWashington,13,raining
11/13/2016,2016,BaltimoreWashington,3,cloudy
11/6/2016,2016,BaltimoreWashington,-1,cloudy
10/30/2016,2016,BaltimoreWashington,19,raining
10/23/2016,2016,BaltimoreWashington,-4,sunny
10/16/2016,2016,BaltimoreWashington,33,sunny
10/9/2016,2016,BaltimoreWashington,7,sunny
10/2/2016,2016,BaltimoreWashington,27,raining
